0.25,0.25,0.25,0.25
0.00970874,0.970874,0.00970874,0.00970874
0.00970874,0.970874,0.00970874,0.00970874
0.00970874,0.970874,0.00970874,0.00970874
0.00970874,0.970874,0.00970874,0.00970874
0.00970874,0.970874,0.00970874,0.00970874
0.00970874,0.970874,0.00970874,0.00970874
0.00970874,0.970874,0.00970874,0.00970874
0.00970874,0.970874,0.00970874,0.00970874
0.00970874,0.970874,0.00970874,0.00970874
0.00970874,0.970874,0.00970874,0.00970874
0.00970874,0.970874,0.00970874,0.00970874
0.00970874,0.970874,0.00970874,0.00970874
0.00970874,0.970874,0.00970874,0.00970874
0.00970874,0.970874,0.00970874,0.00970874
0.00970874,0.970874,0.00970874,0.00970874
0.00970874,0.970874,0.00970874,0.00970874
0.00970874,0.970874,0.00970874,0.00970874
0.00970874,0.970874,0.00970874,0.00970874
0.00970874,0.970874,0.00970874,0.00970874
0.00970874,0.970874,0.00970874,0.00970874
0.00970874,0.970874,0.00970874,0.00970874
0.00970874,0.970874,0.00970874,0.00970874
0.00970874,0.970874,0.00970874,0.00970874
0.00970874,0.970874,0.00970874,0.00970874
0.00970874,0.970874,0.00970874,0.00970874
0.00970874,0.970874,0.00970874,0.00970874
0.00970874,0.970874,0.00970874,0.00970874
0.00970874,0.970874,0.00970874,0.00970874
0.00970874,0.970874,0.00970874,0.00970874
0.00970874,0.970874,0.00970874,0.00970874
0.00970874,0.970874,0.00970874,0.00970874
0.00970874,0.970874,0.00970874,0.00970874
0.00970874,0.970874,0.00970874,0.00970874
0.00970874,0.970874,0.00970874,0.00970874
0.00970874,0.970874,0.00970874,0.00970874
0.724638,0.255754,0.00980392,0.00980392
0.724638,0.255754,0.00980392,0.00980392
0.724638,0.255754,0.00980392,0.00980392
0.666667,0.313725,0.00980392,0.00980392
0.617284,0.363108,0.00980392,0.00980392
0.641026,0.339367,0.00980392,0.00980392
0.62961,0.350783,0.00980392,0.00980392
0.594177,0.386215,0.00980392,0.00980392
0.600751,0.379641,0.00980392,0.00980392
0.56926,0.411132,0.00980392,0.00980392
0.540906,0.439486,0.00980392,0.00980392
0.529555,0.450837,0.00980392,0.00980392
0.536042,0.44435,0.00980392,0.00980392
0.542345,0.438048,0.00980392,0.00980392
0.516693,0.463699,0.00980392,0.00980392
0.522876,0.457516,0.00980392,0.00980392
0.553894,0.426498,0.00980392,0.00980392
0.576701,0.403691,0.00980392,0.00980392
0.557569,0.422823,0.00980392,0.00980392
0.576701,0.403691,0.00980392,0.00980392
0.582552,0.39784,0.00980392,0.00980392
0.588235,0.392157,0.00980392,0.00980392
0.603318,0.377074,0.00980392,0.00980392
0.592715,0.387677,0.00980392,0.00980392
0.577491,0.402901,0.00980392,0.00980392
0.582936,0.397456,0.00980392,0.00980392
0.572956,0.407436,0.00980392,0.00980392
0.586498,0.393895,0.00980392,0.00980392
0.5978,0.382592,0.00980392,0.00980392
0.607377,0.373015,0.00980392,0.00980392
0.615595,0.364797,0.00980392,0.00980392
0.6067,0.373692,0.00980392,0.00980392
0.6139,0.366492,0.00980392,0.00980392
0.620209,0.360183,0.00980392,0.00980392
0.625095,0.355297,0.00980392,0.00980392
0.630635,0.349757,0.00980392,0.00980392
0.635565,0.344828,0.00980392,0.00980392
0.640256,0.340136,0.00980392,0.00980392
0.644822,0.33557,0.00980392,0.00980392
0.649179,0.331214,0.00980392,0.00980392
0.653101,0.327291,0.00980392,0.00980392
0.656651,0.323741,0.00980392,0.00980392
0.648717,0.331675,0.00980392,0.00980392
0.652264,0.328129,0.00980392,0.00980392
0.644822,0.33557,0.00980392,0.00980392
0.636618,0.343774,0.00980392,0.00980392
0.629263,0.351129,0.00980392,0.00980392
0.621504,0.358888,0.00980392,0.00980392
0.614251,0.366142,0.00980392,0.00980392
0.618375,0.362018,0.00980392,0.00980392
0.622797,0.357595,0.00980392,0.00980392
0.615441,0.364951,0.00980392,0.00980392
0.608576,0.371816,0.00980392,0.00980392
0.61288,0.367512,0.00980392,0.00980392
0.616899,0.363493,0.00980392,0.00980392
0.60991,0.370482,0.00980392,0.00980392
0.613655,0.366737,0.00980392,0.00980392
0.617128,0.363264,0.00980392,0.00980392
0.621239,0.359154,0.00980392,0.00980392
0.615148,0.365244,0.00980392,0.00980392
0.618544,0.361848,0.00980392,0.00980392
0.621712,0.35868,0.00980392,0.00980392
0.624675,0.355718,0.00980392,0.00980392
0.627451,0.352941,0.00980392,0.00980392
