0.5,0.5
0.333333,0.666667
0.333333,0.666667
0.333333,0.666667
0.25,0.75
0.166667,0.833333
0.148148,0.851852
0.118943,0.881057
0.125,0.875
0.122924,0.877076
0.121387,0.878613
0.195745,0.804255
0.208589,0.791411
0.227468,0.772532
0.239669,0.760331
0.226002,0.773998
0.2,0.8
0.193277,0.806723
0.184343,0.815657
0.241158,0.758842
0.22807,0.77193
0.233277,0.766723
0.218718,0.781282
0.209302,0.790698
0.200683,0.799317
0.182788,0.817212
0.176056,0.823944
0.171561,0.828439
0.169729,0.830271
0.165544,0.834456
0.160099,0.839901
0.155009,0.844991
0.148184,0.851816
0.146219,0.853781
0.144975,0.855025
0.147247,0.852753
0.142972,0.857028
0.162222,0.837778
0.163332,0.836668
0.162162,0.837838
0.161081,0.838919
0.157895,0.842105
0.153869,0.846131
0.187135,0.812865
0.190425,0.809575
0.189312,0.810688
0.182829,0.817171
0.180732,0.819268
0.182631,0.817369
0.179551,0.820449
0.175652,0.824348
0.174684,0.825316
0.174629,0.825371
0.170971,0.829029
0.16746,0.83254
0.169811,0.830189
0.167138,0.832862
0.166073,0.833927
0.165969,0.834031
0.161042,0.838958
0.169495,0.830505
0.168669,0.831331
0.167883,0.832117
0.169217,0.830783
0.167543,0.832457
0.165904,0.834096
0.165132,0.834868
0.160151,0.839849
0.161323,0.838677
0.15658,0.84342
0.154557,0.845443
0.166094,0.833906
0.164651,0.835349
0.165761,0.834239
0.165056,0.834944
0.166129,0.833871
0.166596,0.833404
0.167051,0.832949
0.166359,0.833641
0.164857,0.835143
0.175678,0.824322
0.173594,0.826406
0.174595,0.825405
0.168822,0.831178
0.175684,0.824316
0.17323,0.82677
0.165877,0.834123
0.165244,0.834756
0.165644,0.834356
0.166035,0.833965
0.165919,0.834081
0.166297,0.833703
0.166667,0.833333
0.166547,0.833453
0.162797,0.837203
0.170691,0.829309
0.167506,0.832494
0.165441,0.834559
0.163425,0.836575
0.163328,0.836672
0.162238,0.837762
0.162573,0.837427
0.159255,0.840745
0.157389,0.842611
0.158122,0.841878
0.158434,0.841566
0.157403,0.842597
0.1573,0.8427
0.15628,0.84372
0.155786,0.844214
0.156461,0.843539
0.155974,0.844026
0.155501,0.844499
0.153749,0.846251
0.153302,0.846698
0.151601,0.848399
0.151527,0.848473
0.15215,0.84785
0.150481,0.849519
0.147982,0.852018
0.163918,0.836082
0.162227,0.837773
0.162862,0.837138
0.162785,0.837215
0.162362,0.837638
0.159832,0.840168
0.167015,0.832985
0.165371,0.834629
0.164968,0.835032
0.163697,0.836303
0.162775,0.837225
0.162387,0.837613
0.160835,0.839165
0.159626,0.840374
0.159886,0.840114
0.158382,0.841618
0.156906,0.843094
0.156857,0.843143
0.163844,0.836156
0.163489,0.836511
0.16201,0.83799
0.162266,0.837734
0.162221,0.837779
0.161061,0.838939
0.158547,0.841453
0.157156,0.842844
0.156838,0.843162
0.155752,0.844248
0.154682,0.845318
0.152351,0.847649
0.152054,0.847946
0.164519,0.835481
0.164005,0.835995
0.163694,0.836306
0.163662,0.836338
0.162603,0.837397
0.161291,0.838709
0.160526,0.839474
0.158794,0.841206
0.157799,0.842201
0.15656,0.84344
0.15534,0.84466
0.155311,0.844689
0.154357,0.845643
0.152758,0.847242
0.152321,0.847679
0.152046,0.847954
0.152014,0.847986
0.150231,0.849769
0.148258,0.851742
0.14762,0.85238
0.147588,0.852412
0.147331,0.852669
0.146922,0.853078
0.146891,0.853109
0.14626,0.85374
0.146669,0.853331
0.146414,0.853586
0.151839,0.848161
0.150753,0.849247
0.149681,0.850319
0.14884,0.85116
0.149026,0.850974
0.147979,0.852021
0.14758,0.85242
0.152762,0.847238
0.15092,0.84908
0.151103,0.848897
0.151284,0.848716
0.150466,0.849534
0.150226,0.849774
0.149626,0.850374
0.149801,0.850199
0.149203,0.850797
0.148408,0.851592
0.148779,0.851221
0.148391,0.851609
0.147805,0.852195
0.148166,0.851834
0.148524,0.851476
0.14868,0.85132
0.147697,0.852303
0.14692,0.85308
0.146878,0.853122
0.146495,0.853505
0.14554,0.85446
0.144975,0.855025
0.145311,0.854689
0.145455,0.854545
0.144703,0.855297
0.143773,0.856227
0.143914,0.856086
0.143178,0.856822
0.143135,0.856865
0.143454,0.856546
0.142722,0.857278
0.141148,0.858852
0.140439,0.859561
0.13926,0.86074
0.137931,0.862069
0.13806,0.86194
0.138187,0.861813
0.137679,0.862321
0.136552,0.863448
0.13589,0.86411
0.135401,0.864599
0.140267,0.859733
0.140051,0.859949
0.140006,0.859994
0.140296,0.859704
0.140753,0.859247
0.141208,0.858792
0.141493,0.858507
0.14144,0.85856
0.140764,0.859236
0.14026,0.85974
0.140044,0.859956
0.139994,0.860006
0.140106,0.859894
0.139282,0.860718
0.138627,0.861373
0.137977,0.862023
0.142238,0.857762
0.141424,0.858576
0.141535,0.858465
0.145955,0.854045
0.145013,0.854987
0.144522,0.855478
0.144632,0.855368
0.1449,0.8551
0.144847,0.855153
0.144357,0.855643
0.144147,0.855853
0.142918,0.857082
0.143022,0.856978
0.142816,0.857184
0.142185,0.857815
0.140837,0.859163
0.140939,0.859061
0.140891,0.859109
0.140842,0.859158
0.140228,0.859772
0.140034,0.859966
0.140281,0.859719
0.140088,0.859912
0.139068,0.860932
0.13847,0.86153
0.138711,0.861289
0.138116,0.861884
0.137927,0.862073
0.137338,0.862662
0.137293,0.862707
0.13671,0.86329
0.136942,0.863058
0.137035,0.862965
0.136317,0.863683
0.136273,0.863727
0.135037,0.864963
0.143376,0.856624
0.142929,0.857071
0.142345,0.857655
